IDMethod,project,package,complextype,method,NOP_method,CC_method,ATFD_method,FDP_method,CM_method,MAXNESTING_method,LOC_method,CYCLO_method,NMCS_method,NOLV_method,MaMCL_method,NOAV_method,LAA_method,FANOUT_method,CFNAMM_method,ATLD_method,CLNAMM_method,CINT_method,MeMCL_method,CDISP_method,NOII_type,NOAM_type,NOCS_type,NOM_type,NMO_type,ATFD_type,FANOUT_type,NOMNAMM_type,NOA_type,NIM_type,DIT_type,LOC_type,LOCNAMM_type,CFNAMM_type,TCC_type,NOPA_type,CBO_type,RFC_type,NOC_type,WMC_type,LCOM5_type,WOC_type,WMCNAMM_type,AMW_type,AMWNAMM_type,NOCS_package,NOMNAMM_package,NOI_package,LOC_package,NOM_package,NOPK_project,NOCS_project,NOI_project,NOM_project,NOMNAMM_project,LOC_project,is_switch_statements
470,/mnt/qualitas/qualitas_corpus_compile/jgroups-2.10.0,org.jgroups.stack,Configurator,"checkDependencyReferencesPresent(List<AccessibleObject>, Map<String, AccessibleObject>)",2.0,0.0,0.0,0.0,0.0,5.0,39.0,8.0,0.0,11.0,0.0,11.0,0.0,1.0,4.0,0.0,0.0,2.0,0.0,0.5,1.0,0.0,3.0,36.0,0.0,16.0,15.0,36.0,2.0,0.0,1.0,1485.0,1485.0,2294.0,0.0338461538461538,0.0,14.0,90.0,0.0,212.0,0.914285714285714,1.0,212.0,5.88888888888889,5.88888888888889,39.0,311.0,1.0,6940.0,384.0,21,1093,80,8798,7670,126255,false
476,/mnt/qualitas/qualitas_corpus_compile/jgroups-2.10.0,org.jgroups.stack,NakReceiverWindow,"remove(boolean)",1.0,0.0,1.0,1.0,0.0,5.0,33.0,8.0,0.0,4.0,0.0,12.0,0.875,2.0,2.0,7.0,0.0,2.0,0.0,1.0,0.0,10.0,1.0,34.0,1.0,3.0,7.0,24.0,15.0,0.0,1.0,585.0,499.0,704.0,0.302955665024631,0.0,10.0,52.0,0.0,89.0,0.886868686868687,0.6875,79.0,2.61764705882353,3.29166666666667,39.0,311.0,1.0,6940.0,384.0,21,1093,80,8798,7670,126255,false
478,/mnt/qualitas/qualitas_corpus_compile/jgroups-2.10.0,org.jgroups.stack,AckMcastSenderWindow,"waitUntilAllAcksReceived(long)",1.0,0.0,0.0,0.0,0.0,5.0,42.0,9.0,0.0,7.0,0.0,11.0,1.0,1.0,4.0,4.0,0.0,2.0,0.0,0.5,0.0,1.0,3.0,21.0,1.0,0.0,9.0,20.0,12.0,0.0,1.0,568.0,552.0,686.0,0.703296703296703,0.0,7.0,40.0,0.0,60.0,0.895833333333333,0.944444444444444,58.0,2.85714285714286,2.9,39.0,311.0,1.0,6940.0,384.0,21,1093,80,8798,7670,126255,false
184,/mnt/qualitas/qualitas_corpus_compile/jgroups-2.10.0,org.jgroups.blocks,ReplCache,"_put(K, V, short, long, boolean)",5.0,1.0,6.0,1.0,1.0,7.0,42.0,14.0,0.0,10.0,0.0,16.0,0.0,6.0,18.0,0.0,0.0,9.0,0.0,0.666666666666667,2.0,10.0,9.0,56.0,1.0,31.0,24.0,46.0,24.0,0.0,1.0,979.0,924.0,4231.0,0.0,0.0,21.0,116.0,0.0,160.0,1.01818181818182,0.803921568627451,148.0,2.85714285714286,3.21739130434783,103.0,748.0,11.0,17025.0,928.0,21,1093,80,8798,7670,126255,true
187,/mnt/qualitas/qualitas_corpus_compile/jgroups-2.10.0,org.jgroups.blocks,MemcachedConnector.RequestHandler,"run()",0.0,0.0,14.0,3.0,0.0,6.0,82.0,19.0,0.0,13.0,0.0,29.0,0.176470588235294,3.0,12.0,3.0,0.0,7.0,0.0,0.428571428571429,1.0,0.0,0.0,3.0,0.0,23.0,4.0,3.0,3.0,0.0,1.0,184.0,184.0,40.0,1.0,0.0,5.0,11.0,0.0,49.0,1.0,1.0,49.0,16.3333333333333,16.3333333333333,103.0,748.0,11.0,17025.0,928.0,21,1093,80,8798,7670,126255,true
195,/mnt/qualitas/qualitas_corpus_compile/jgroups-2.10.0,org.jgroups.util,Util,"getAllDeclaredMethodsWithAnnotations(Class, Class<? extends Annotation>...)",2.0,1.0,0.0,0.0,2.0,6.0,23.0,9.0,0.0,9.0,0.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,218.0,0.0,37.0,34.0,218.0,22.0,0.0,1.0,3856.0,3856.0,35562.0,0.00041405962458594,1.0,40.0,314.0,0.0,774.0,0.991202346041056,0.995238095238095,774.0,3.55045871559633,3.55045871559633,72.0,783.0,8.0,11259.0,840.0,21,1093,80,8798,7670,126255,false
197,/mnt/qualitas/qualitas_corpus_compile/jgroups-2.10.0,org.jgroups.util,Util,"replaceProperties(String, Properties)",2.0,1.0,0.0,0.0,1.0,8.0,113.0,21.0,0.0,20.0,0.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,218.0,0.0,37.0,34.0,218.0,22.0,0.0,1.0,3856.0,3856.0,35562.0,0.00041405962458594,1.0,40.0,314.0,0.0,774.0,0.991202346041056,0.995238095238095,774.0,3.55045871559633,3.55045871559633,72.0,783.0,8.0,11259.0,840.0,21,1093,80,8798,7670,126255,true
198,/mnt/qualitas/qualitas_corpus_compile/jgroups-2.10.0,org.jgroups.util,Proxy,"loop(Selector)",1.0,0.0,0.0,0.0,0.0,6.0,58.0,10.0,0.0,10.0,0.0,12.0,1.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,21.0,0.0,0.0,3.0,21.0,10.0,0.0,1.0,787.0,787.0,162.0,0.0350877192982456,0.0,0.0,25.0,0.0,86.0,0.97,1.0,86.0,4.0952380952381,4.0952380952381,72.0,783.0,8.0,11259.0,840.0,21,1093,80,8798,7670,126255,false
201,/mnt/qualitas/qualitas_corpus_compile/jgroups-2.10.0,org.jgroups.protocols,TP.TransferQueueBundler,"run()",0.0,0.0,2.0,1.0,0.0,6.0,40.0,12.0,0.0,6.0,0.0,14.0,0.777777777777778,2.0,4.0,7.0,0.0,2.0,0.0,1.0,2.0,1.0,0.0,10.0,0.0,10.0,10.0,9.0,10.0,0.0,1.0,169.0,166.0,130.0,0.533333333333333,1.0,12.0,34.0,0.0,35.0,0.888888888888889,0.75,34.0,3.5,3.77777777777778,168.0,690.0,0.0,21327.0,989.0,21,1093,80,8798,7670,126255,false
208,/mnt/qualitas/qualitas_corpus_compile/jgroups-2.10.0,org.jgroups.protocols,S3_PING,"readAll(String)",1.0,0.0,0.0,0.0,0.0,7.0,33.0,8.0,0.0,10.0,0.0,17.0,0.428571428571429,3.0,8.0,3.0,0.0,4.0,0.0,0.75,0.0,0.0,15.0,5.0,5.0,0.0,5.0,5.0,4.0,59.0,4.0,2981.0,2981.0,141.0,0.6,0.0,29.0,134.0,0.0,31.0,0.8125,1.0,31.0,6.2,6.2,168.0,690.0,0.0,21327.0,989.0,21,1093,80,8798,7670,126255,false
211,/mnt/qualitas/qualitas_corpus_compile/jgroups-2.10.0,org.jgroups.protocols,COMPRESS,"up(Event)",1.0,0.0,6.0,2.0,0.0,6.0,42.0,10.0,0.0,9.0,0.0,21.0,0.363636363636364,3.0,15.0,4.0,0.0,13.0,0.0,0.230769230769231,0.0,0.0,1.0,5.0,4.0,6.0,4.0,5.0,5.0,33.0,2.0,174.0,174.0,60.0,0.833333333333333,0.0,14.0,63.0,0.0,25.0,0.8,1.0,25.0,5.0,5.0,168.0,690.0,0.0,21327.0,989.0,21,1093,80,8798,7670,126255,true
212,/mnt/qualitas/qualitas_corpus_compile/jgroups-2.10.0,org.jgroups.protocols,AUTH,"up(Event)",1.0,0.0,5.0,3.0,0.0,6.0,50.0,14.0,0.0,4.0,0.0,13.0,0.444444444444444,6.0,15.0,4.0,0.0,10.0,0.0,0.6,0.0,2.0,0.0,10.0,4.0,10.0,9.0,8.0,2.0,33.0,2.0,189.0,173.0,246.0,1.0,0.0,21.0,75.0,0.0,40.0,0.666666666666667,0.833333333333333,37.0,4.0,4.625,168.0,690.0,0.0,21327.0,989.0,21,1093,80,8798,7670,126255,true
216,/mnt/qualitas/qualitas_corpus_compile/jgroups-2.10.0,org.jgroups.protocols,FILE_PING,"sendGetMembersRequest(String, Promise, boolean)",3.0,0.0,7.0,4.0,0.0,6.0,48.0,10.0,0.0,12.0,0.0,25.0,0.363636363636364,8.0,18.0,4.0,0.0,13.0,0.0,0.615384615384615,0.0,0.0,3.0,11.0,4.0,11.0,13.0,11.0,6.0,53.0,3.0,220.0,220.0,380.0,0.127272727272727,0.0,28.0,126.0,1.0,44.0,0.9,1.0,44.0,4.0,4.0,168.0,690.0,0.0,21327.0,989.0,21,1093,80,8798,7670,126255,false
218,/mnt/qualitas/qualitas_corpus_compile/jgroups-2.10.0,org.jgroups.protocols,RATE_LIMITER,"down(Event)",1.0,0.0,4.0,2.0,0.0,7.0,46.0,9.0,0.0,7.0,0.0,19.0,0.692307692307692,3.0,3.0,9.0,0.0,4.0,0.0,0.75,0.0,0.0,0.0,4.0,3.0,4.0,3.0,4.0,8.0,34.0,2.0,102.0,102.0,31.0,0.333333333333333,0.0,14.0,53.0,0.0,13.0,0.791666666666667,1.0,13.0,3.25,3.25,168.0,690.0,0.0,21327.0,989.0,21,1093,80,8798,7670,126255,false
220,/mnt/qualitas/qualitas_corpus_compile/jgroups-2.10.0,org.jgroups.protocols,SFC,"down(Event)",1.0,0.0,8.0,2.0,0.0,7.0,93.0,19.0,0.0,10.0,0.0,30.0,0.619047619047619,4.0,7.0,13.0,0.0,7.0,0.0,0.571428571428571,0.0,9.0,1.0,29.0,6.0,11.0,7.0,20.0,24.0,31.0,2.0,541.0,506.0,591.0,0.147619047619048,0.0,17.0,93.0,0.0,89.0,0.909226190476191,0.571428571428571,80.0,3.06896551724138,4.0,168.0,690.0,0.0,21327.0,989.0,21,1093,80,8798,7670,126255,true
224,/mnt/qualitas/qualitas_corpus_compile/jgroups-2.10.0,org.jgroups.stack,Configurator,"setDefaultValues(Vector<ProtocolConfiguration>, Vector<Protocol>, StackType)",3.0,0.0,3.0,3.0,0.0,8.0,89.0,23.0,1.0,18.0,2.0,33.0,0.25,7.0,32.0,1.0,0.0,18.0,2.0,0.388888888888889,1.0,0.0,3.0,36.0,0.0,16.0,15.0,36.0,2.0,0.0,1.0,1485.0,1485.0,2294.0,0.0338461538461538,0.0,14.0,90.0,0.0,212.0,0.914285714285714,1.0,212.0,5.88888888888889,5.88888888888889,39.0,311.0,1.0,6940.0,384.0,21,1093,80,8798,7670,126255,true
225,/mnt/qualitas/qualitas_corpus_compile/jgroups-2.10.0,org.jgroups.stack,Configurator,"removeDeprecatedProperties(Object, Map<String, String>)",2.0,1.0,1.0,1.0,1.0,6.0,19.0,7.0,0.0,8.0,0.0,10.0,0.5,3.0,6.0,1.0,0.0,4.0,0.0,0.75,1.0,0.0,3.0,36.0,0.0,16.0,15.0,36.0,2.0,0.0,1.0,1485.0,1485.0,2294.0,0.0338461538461538,0.0,14.0,90.0,0.0,212.0,0.914285714285714,1.0,212.0,5.88888888888889,5.88888888888889,39.0,311.0,1.0,6940.0,384.0,21,1093,80,8798,7670,126255,false
226,/mnt/qualitas/qualitas_corpus_compile/jgroups-2.10.0,org.jgroups.stack,ProtocolStack,"copyProtocols(ProtocolStack)",1.0,1.0,0.0,0.0,1.0,6.0,41.0,10.0,0.0,14.0,0.0,21.0,1.0,3.0,10.0,1.0,0.0,5.0,0.0,0.6,1.0,7.0,3.0,49.0,7.0,7.0,15.0,42.0,9.0,30.0,2.0,919.0,863.0,1717.0,0.0819490586932447,2.0,23.0,120.0,0.0,181.0,0.94212962962963,0.804347826086957,170.0,3.69387755102041,4.04761904761905,39.0,311.0,1.0,6940.0,384.0,21,1093,80,8798,7670,126255,false
231,/mnt/qualitas/qualitas_corpus_compile/jgroups-2.10.0,org.jgroups.stack,ProtocolStack,"destroy()",0.0,1.0,1.0,1.0,1.0,8.0,33.0,7.0,0.0,6.0,0.0,10.0,0.666666666666667,3.0,7.0,2.0,0.0,4.0,0.0,0.75,1.0,7.0,3.0,49.0,7.0,7.0,15.0,42.0,9.0,30.0,2.0,919.0,863.0,1717.0,0.0819490586932447,2.0,23.0,120.0,0.0,181.0,0.94212962962963,0.804347826086957,170.0,3.69387755102041,4.04761904761905,39.0,311.0,1.0,6940.0,384.0,21,1093,80,8798,7670,126255,true
232,/mnt/qualitas/qualitas_corpus_compile/jgroups-2.10.0,org.jgroups.stack,ProtocolStack,"startStack(String, Address)",2.0,1.0,3.0,1.0,1.0,8.0,59.0,12.0,0.0,15.0,0.0,27.0,0.666666666666667,4.0,11.0,6.0,0.0,8.0,0.0,0.5,1.0,7.0,3.0,49.0,7.0,7.0,15.0,42.0,9.0,30.0,2.0,919.0,863.0,1717.0,0.0819490586932447,2.0,23.0,120.0,0.0,181.0,0.94212962962963,0.804347826086957,170.0,3.69387755102041,4.04761904761905,39.0,311.0,1.0,6940.0,384.0,21,1093,80,8798,7670,126255,true
233,/mnt/qualitas/qualitas_corpus_compile/jgroups-2.10.0,org.jgroups.stack,ProtocolStack,"stopStack(String)",1.0,1.0,2.0,1.0,1.0,7.0,32.0,7.0,0.0,8.0,0.0,14.0,0.6,3.0,9.0,3.0,0.0,6.0,0.0,0.5,1.0,7.0,3.0,49.0,7.0,7.0,15.0,42.0,9.0,30.0,2.0,919.0,863.0,1717.0,0.0819490586932447,2.0,23.0,120.0,0.0,181.0,0.94212962962963,0.804347826086957,170.0,3.69387755102041,4.04761904761905,39.0,311.0,1.0,6940.0,384.0,21,1093,80,8798,7670,126255,false
34836,/mnt/qualitas/qualitas_corpus_compile/jmoney-0.4.4,net.sf.jmoney.gui,SelectionComboBox,"setSelectedItemWithoutEvent(Object)",1.0,1.0,0.0,0.0,4.0,1.0,3.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,7.0,0.0,0.0,0.0,4.0,1.0,588.0,5.0,42.0,26.0,0.0,0.3,0.0,0.0,7.0,2.0,7.0,0.666666666666667,0.571428571428571,4.0,1.0,1.0,153.0,193.0,0.0,6579.0,256.0,4,190,3,713,563,9457,false
34839,/mnt/qualitas/qualitas_corpus_compile/jmoney-0.4.4,net.sf.jmoney.gui,CategoryComboBox,"CategoryComboBox()",0.0,2.0,0.0,0.0,0.0,1.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,2.0,2.0,0.0,0.0,2.0,1.0,0.0,593.0,6.0,111.0,103.0,10.0,1.0,0.0,0.0,9.0,0.0,2.0,0.0,0.5,1.0,1.0,1.0,153.0,193.0,0.0,6579.0,256.0,4,190,3,713,563,9457,false
34846,/mnt/qualitas/qualitas_corpus_compile/jmoney-0.4.4,net.sf.jmoney.gui,CategoryPanel,"updateUI()",0.0,0.0,0.0,0.0,0.0,1.0,5.0,2.0,0.0,0.0,0.0,1.0,1.0,1.0,2.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,8.0,11.0,1.0,5.0,12.0,10.0,12.0,521.0,5.0,246.0,238.0,266.0,1.0,0.0,9.0,27.0,0.0,15.0,0.791666666666667,0.666666666666667,14.0,1.36363636363636,1.4,153.0,193.0,0.0,6579.0,256.0,4,190,3,713,563,9457,false
34874,/mnt/qualitas/qualitas_corpus_compile/jmoney-0.4.4,net.sf.jmoney.gui,FontChooser,"showDialog(Font)",1.0,0.0,0.0,0.0,0.0,1.0,9.0,1.0,0.0,1.0,0.0,6.0,1.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,1.0,6.0,16.0,1.0,3.0,5.0,15.0,22.0,538.0,6.0,324.0,319.0,80.0,0.241758241758242,0.0,1.0,21.0,0.0,26.0,0.954545454545455,0.857142857142857,25.0,1.625,1.66666666666667,153.0,193.0,0.0,6579.0,256.0,4,190,3,713,563,9457,false
34878,/mnt/qualitas/qualitas_corpus_compile/jmoney-0.4.4,net.sf.jmoney.gui,FontChooser,"updatePreview()",0.0,0.0,0.0,0.0,0.0,1.0,4.0,1.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,6.0,16.0,1.0,3.0,5.0,15.0,22.0,538.0,6.0,324.0,319.0,80.0,0.241758241758242,0.0,1.0,21.0,0.0,26.0,0.954545454545455,0.857142857142857,25.0,1.625,1.66666666666667,153.0,193.0,0.0,6579.0,256.0,4,190,3,713,563,9457,false
34915,/mnt/qualitas/qualitas_corpus_compile/jmoney-0.4.4,net.sf.jmoney.gui,AccountPanel,"setSession(Session)",1.0,1.0,3.0,2.0,1.0,1.0,4.0,1.0,0.0,1.0,0.0,8.0,0.4,2.0,0.0,2.0,0.0,2.0,0.0,1.0,0.0,3.0,0.0,5.0,0.0,16.0,2.0,2.0,5.0,522.0,5.0,45.0,24.0,4.0,1.0,0.0,5.0,11.0,0.0,6.0,0.75,0.5,3.0,1.2,1.5,153.0,193.0,0.0,6579.0,256.0,4,190,3,713,563,9457,false
35006,/mnt/qualitas/qualitas_corpus_compile/jmoney-0.4.4,net.sf.jmoney.gui,AccountEntriesPanel,"searchEntryBackwards(String)",1.0,0.0,2.0,2.0,0.0,2.0,10.0,4.0,0.0,4.0,0.0,8.0,0.5,2.0,0.0,2.0,0.0,2.0,0.0,1.0,2.0,6.0,22.0,33.0,1.0,20.0,32.0,27.0,37.0,521.0,5.0,853.0,787.0,2464.0,0.25,0.0,25.0,114.0,0.0,79.0,0.907094594594595,0.333333333333333,69.0,2.39393939393939,2.55555555555556,153.0,193.0,0.0,6579.0,256.0,4,190,3,713,563,9457,false
35062,/mnt/qualitas/qualitas_corpus_compile/jmoney-0.4.4,net.sf.jmoney.gui,EditableMetalTheme,"getSecondary3()",0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,22.0,0.0,33.0,13.0,0.0,1.0,11.0,10.0,57.0,3.0,150.0,84.0,14.0,0.173789173789174,0.0,1.0,35.0,0.0,48.0,0.86875,0.214285714285714,26.0,1.45454545454545,2.36363636363636,153.0,193.0,0.0,6579.0,256.0,4,190,3,713,563,9457,false
35077,/mnt/qualitas/qualitas_corpus_compile/jmoney-0.4.4,net.sf.jmoney.gui,EditableMetalTheme,"setUserFont(FontUIResource)",1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,2.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,22.0,0.0,33.0,13.0,0.0,1.0,11.0,10.0,57.0,3.0,150.0,84.0,14.0,0.173789173789174,0.0,1.0,35.0,0.0,48.0,0.86875,0.214285714285714,26.0,1.45454545454545,2.36363636363636,153.0,193.0,0.0,6579.0,256.0,4,190,3,713,563,9457,false
35104,/mnt/qualitas/qualitas_corpus_compile/jmoney-0.4.4,net.sf.jmoney.gui,MainFrame,"importMT940()",0.0,1.0,0.0,0.0,1.0,2.0,13.0,2.0,0.0,1.0,0.0,7.0,1.0,1.0,2.0,6.0,0.0,1.0,0.0,1.0,1.0,2.0,9.0,33.0,0.0,29.0,28.0,31.0,36.0,534.0,6.0,1043.0,1015.0,1530.0,0.1,0.0,23.0,104.0,0.0,70.0,0.941840277777778,1.0,68.0,2.12121212121212,2.19354838709677,153.0,193.0,0.0,6579.0,256.0,4,190,3,713,563,9457,false
35145,/mnt/qualitas/qualitas_corpus_compile/jmoney-0.4.4,net.sf.jmoney.gui,MainFrame.MenuBar,"setSessionOpened(boolean)",1.0,1.0,0.0,0.0,2.0,1.0,8.0,1.0,0.0,1.0,0.0,7.0,1.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,1.0,11.0,3.0,0.0,17.0,11.0,2.0,24.0,536.0,5.0,279.0,266.0,44.0,1.0,0.0,1.0,14.0,0.0,4.0,0.875,1.0,3.0,1.33333333333333,1.5,153.0,193.0,0.0,6579.0,256.0,4,190,3,713,563,9457,false
35200,/mnt/qualitas/qualitas_corpus_compile/jmoney-0.4.4,net.sf.jmoney.gui,EntryListItem,"setDateFormat(VerySimpleDateFormat)",1.0,1.0,0.0,0.0,1.0,1.0,3.0,1.0,0.0,1.0,0.0,2.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,8.0,0.0,4.0,3.0,3.0,15.0,522.0,5.0,235.0,187.0,40.0,0.2,0.0,3.0,15.0,1.0,12.0,0.904761904761905,0.166666666666667,5.0,1.5,1.66666666666667,153.0,193.0,0.0,6579.0,256.0,4,190,3,713,563,9457,false
35273,/mnt/qualitas/qualitas_corpus_compile/jmoney-0.4.4,net.sf.jmoney.gui,MainFrame.ToolBar,"jbInit()",0.0,0.0,9.0,1.0,0.0,2.0,71.0,1.0,0.0,0.0,0.0,19.0,0.5,4.0,8.0,9.0,0.0,4.0,0.0,1.0,0.0,1.0,4.0,3.0,0.0,9.0,4.0,2.0,9.0,535.0,5.0,97.0,91.0,16.0,1.0,0.0,1.0,7.0,0.0,4.0,0.888888888888889,1.0,3.0,1.33333333333333,1.5,153.0,193.0,0.0,6579.0,256.0,4,190,3,713,563,9457,false
35288,/mnt/qualitas/qualitas_corpus_compile/jmoney-0.4.4,net.sf.jmoney.model,DoubleEntry,"setMemo(String)",1.0,0.0,0.0,0.0,0.0,1.0,8.0,4.0,0.0,1.0,0.0,4.0,1.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,12.0,4.0,1.0,1.0,7.0,1.0,23.0,2.0,96.0,45.0,44.0,0.277777777777778,0.0,5.0,39.0,0.0,21.0,0.636363636363636,0.545454545454545,7.0,1.75,1.0,13.0,73.0,1.0,1076.0,136.0,4,190,3,713,563,9457,false
35372,/mnt/qualitas/qualitas_corpus_compile/jmoney-0.4.4,net.sf.jmoney.model,Account,"getEntries()",0.0,6.0,0.0,0.0,13.0,1.0,3.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,3.0,21.0,0.0,40.0,1.0,3.0,5.0,19.0,17.0,0.0,1.0,347.0,156.0,350.0,0.142857142857143,4.0,6.0,50.0,0.0,58.0,0.965309200603318,0.390243902439024,23.0,1.45,1.21052631578947,13.0,73.0,1.0,1076.0,136.0,4,190,3,713,563,9457,false
35426,/mnt/qualitas/qualitas_corpus_compile/jmoney-0.4.4,net.sf.jmoney,EntryFilter,"checkCategory(net.sf.jmoney.model.Entry)",1.0,0.0,0.0,0.0,0.0,1.0,3.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,2.0,0.0,0.0,1.0,0.0,1.0,1.0,4.0,0.0,19.0,0.0,6.0,3.0,15.0,3.0,0.0,1.0,161.0,117.0,68.0,0.0955882352941176,0.0,4.0,28.0,0.0,31.0,0.851851851851852,0.777777777777778,24.0,1.63157894736842,1.6,17.0,56.0,1.0,874.0,74.0,4,190,3,713,563,9457,false
35472,/mnt/qualitas/qualitas_corpus_compile/jmoney-0.4.4,net.sf.jmoney,SortedTreeModel,"sortChildren(SortedTreeNode)",1.0,2.0,0.0,0.0,2.0,1.0,4.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,2.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,3.0,0.0,0.0,1.0,3.0,0.0,28.0,2.0,20.0,20.0,4.0,0.0,0.0,1.0,4.0,2.0,3.0,0.0,1.0,3.0,1.0,1.0,17.0,56.0,1.0,874.0,74.0,4,190,3,713,563,9457,false
35474,/mnt/qualitas/qualitas_corpus_compile/jmoney-0.4.4,net.sf.jmoney,EntryComparator,"getInstance(String,String)",2.0,1.0,0.0,0.0,1.0,2.0,29.0,10.0,0.0,3.0,0.0,5.0,0.0,8.0,16.0,0.0,0.0,8.0,0.0,1.0,1.0,1.0,8.0,7.0,0.0,1.0,9.0,6.0,1.0,0.0,1.0,133.0,122.0,112.0,0.0,0.0,1.0,16.0,8.0,30.0,0.833333333333333,1.0,27.0,4.28571428571429,4.5,17.0,56.0,1.0,874.0,74.0,4,190,3,713,563,9457,true
35493,/mnt/qualitas/qualitas_corpus_compile/jmoney-0.4.4,net.sf.jmoney,EntryComparator.CategoryComparator,"compareEntries(Entry,Entry)",2.0,0.0,0.0,0.0,0.0,1.0,5.0,1.0,0.0,2.0,0.0,2.0,0.0,1.0,3.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,2.0,2.0,7.0,7.0,7.0,1.0,0.0,2.0,14.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,17.0,56.0,1.0,874.0,74.0,4,190,3,713,563,9457,false
487,/mnt/qualitas/qualitas_corpus_compile/jmoney-0.4.4,net.sf.jmoney.io,QIF,"exportAccount(Session, Account, File)",3.0,0.0,12.0,2.0,0.0,5.0,66.0,13.0,0.0,10.0,0.0,21.0,0.0769230769230769,4.0,6.0,1.0,0.0,13.0,0.0,0.307692307692308,1.0,0.0,3.0,22.0,0.0,25.0,15.0,22.0,4.0,0.0,1.0,603.0,603.0,892.0,0.333333333333333,0.0,15.0,69.0,0.0,114.0,0.964285714285714,1.0,114.0,5.18181818181818,5.18181818181818,7.0,32.0,1.0,928.0,32.0,4,190,3,713,563,9457,true
488,/mnt/qualitas/qualitas_corpus_compile/jmoney-0.4.4,net.sf.jmoney.io,MT940,"importTransaction(Session, BufferedReader)",2.0,0.0,6.0,1.0,0.0,5.0,163.0,33.0,0.0,28.0,0.0,40.0,0.25,2.0,4.0,2.0,0.0,7.0,0.0,0.285714285714286,1.0,0.0,2.0,7.0,0.0,13.0,6.0,7.0,6.0,0.0,1.0,301.0,301.0,86.0,0.0,0.0,6.0,23.0,0.0,48.0,1.05555555555556,1.0,48.0,6.85714285714286,6.85714285714286,7.0,32.0,1.0,928.0,32.0,4,190,3,713,563,9457,true
238,/mnt/qualitas/qualitas_corpus_compile/jmoney-0.4.4,net.sf.jmoney.io,QIF,"removeSimilarTransfer(Account, Entry)",2.0,0.0,9.0,4.0,0.0,6.0,41.0,20.0,0.0,13.0,0.0,22.0,0.0,4.0,2.0,0.0,0.0,10.0,0.0,0.4,1.0,0.0,3.0,22.0,0.0,25.0,15.0,22.0,4.0,0.0,1.0,603.0,603.0,892.0,0.333333333333333,0.0,15.0,69.0,0.0,114.0,0.964285714285714,1.0,114.0,5.18181818181818,5.18181818181818,7.0,32.0,1.0,928.0,32.0,4,190,3,713,563,9457,true
35654,/mnt/qualitas/qualitas_corpus_compile/poi-3.6,org.apache.poi.util,StringUtil,"writeUnicodeStringFlagAndData(EndianOutput,String)",2.0,1.0,0.0,0.0,1.0,2.0,9.0,2.0,0.0,3.0,0.0,3.0,0.0,1.0,2.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,20.0,0.0,0.0,2.0,20.0,1.0,0.0,1.0,358.0,358.0,260.0,0.065359477124183,0.0,2.0,26.0,0.0,58.0,0.789473684210526,1.0,58.0,2.9,2.9,45.0,381.0,5.0,7829.0,395.0,133,2330,131,19618,13899,299402,false
36723,/mnt/qualitas/qualitas_corpus_compile/poi-3.6,org.apache.poi.ss.usermodel,CellValue,"CellValue(String)",1.0,1.0,1.0,1.0,2.0,1.0,3.0,1.0,0.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,12.0,1.0,4.0,1.0,8.0,7.0,0.0,1.0,86.0,54.0,4.0,0.138888888888889,2.0,2.0,13.0,0.0,18.0,0.935064935064935,0.538461538461538,14.0,1.5,1.75,25.0,326.0,22.0,5974.0,478.0,133,2330,131,19618,13899,299402,false
